garageSpaces,hasAssociation,hasCooling,hasGarage,hasHeating,hasSpa,hasView,parkingSpaces,yearBuilt,latestPrice,numPriceChanges,latest_salemonth,latest_saleyear,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories
4,1,0,0,0,1,1,4,1971,649000,3,4,2019,30,0,3,2,0,0,0,0,0,28314,2496,1,0,1,1,3,6.666666667,1486,15,2,4,1
0,1,0,1,0,1,1,0,1980,499900,8,2,2019,33,0,3,1,0,0,0,0,0,17859.6,2132,1,0,1,1,1.133333333,9,1616,16,2,3,1
2,1,0,0,0,1,1,2,1986,338000,3,10,2020,40,0,4,2,2,0,0,0,0,6446,1829,1,0,1,1,3.4,5.333333333,1348,14,3,4,1
2,1,0,0,0,1,1,2,1981,319900,2,12,2018,31,0,3,2,0,0,0,0,0,9539,1671,1,0,1,1,3.533333333,6.666666667,1486,15,2,3,1
0,1,0,1,0,1,1,0,2000,390000,4,9,2018,28,0,5,1,0,0,0,0,0,6838,1723,1,0,1,1,2.6,6.666666667,1486,15,2,3,1
6,1,0,0,0,1,1,6,1976,529000,5,3,2020,22,0,7,2,1,0,0,0,0,9016,2340,1,0,1,1,1.166666667,8.333333333,1638,16,3,4,2
0,1,0,1,0,1,0,0,1986,285000,2,7,2018,31,0,5,1,0,0,0,0,0,9321,1602,1,0,1,1,3.333333333,5.333333333,1348,14,3,3,2
2,1,0,0,0,1,1,2,1984,410000,5,6,2020,68,0,3,2,2,1,0,0,0,7927,1530,1,0,1,1,3.2,6.666666667,1486,15,2,3,2
0,1,0,1,0,1,1,0,1973,195000,5,5,2019,1,0,6,1,0,2,0,1,0,6490,1278,1,0,1,1,2.2,6,1474,15,2,3,1
0,1,0,1,0,1,1,0,1972,1025000,7,5,2018,38,0,3,2,0,0,0,0,0,22215.6,7137,1,0,1,1,1.133333333,9,1616,16,6,6,2
2,1,0,0,0,1,0,2,1981,410000,4,5,2020,50,0,3,2,0,0,0,0,0,10018,1472,1,0,1,1,2.966666667,6.666666667,1486,15,2,4,1
2,1,0,0,0,1,0,2,1983,365000,3,8,2019,17,0,3,2,2,1,0,1,0,12632.4,1551,1,0,1,1,3.033333333,6.666666667,1486,15,2,3,1
2,1,0,0,0,1,1,2,1987,335000,2,5,2020,26,0,3,2,2,0,0,0,0,6751,1639,1,0,1,1,3.4,5.333333333,1348,14,3,3,2
0,0,0,1,0,1,1,0,1983,385000,3,10,2018,35,0,4,1,0,0,0,0,0,9496,1758,1,0,1,1,2.866666667,6.666666667,1486,15,3,3,2
0,1,0,1,0,1,1,0,2012,675000,7,10,2018,33,0,4,1,0,0,0,0,0,8189,3422,1,0,1,1,3.266666667,7,1523,17,4,5,2
2,1,0,0,0,1,1,2,1983,599000,2,3,2019,37,0,3,2,0,0,0,0,0,121096.8,2254,1,0,1,1,3.066666667,6.666666667,1486,15,2,3,1
2,1,0,0,0,1,1,2,1976,424900,2,7,2020,25,0,3,3,0,1,0,0,0,7753,2328,1,0,1,1,0.633333333,4.333333333,1053,13,3,4,1
0,1,0,1,0,1,1,0,1991,610000,1,7,2018,34,0,3,1,0,0,0,0,0,9047,2773,1,0,1,1,2.666666667,7,1523,17,3,4,2
2,0,0,0,0,1,1,2,1997,198400,9,6,2018,19,0,3,2,0,0,0,0,0,6882,1980,1,0,1,1,1.5,2.666666667,1063,14,2,4,1
0,0,0,1,0,1,1,0,1994,559000,3,6,2019,38,0,3,1,0,0,0,0,0,8015,2785,1,0,1,1,2.633333333,6.666666667,1486,15,4,4,2
2,0,0,0,0,1,1,2,1996,359999,1,7,2020,30,0,3,2,0,2,0,0,0,6899,2275,1,0,1,1,1.5,2.666666667,1063,14,3,4,2
0,1,0,1,0,0,1,0,1983,474000,2,3,2019,19,0,4,1,0,0,0,0,0,10628,2300,1,0,1,1,3.066666667,6.666666667,1486,15,2,4,1
2,0,0,0,0,1,1,2,1985,485000,1,4,2019,33,0,4,2,0,0,0,0,0,8494,2191,1,0,1,1,2.633333333,6.666666667,1486,15,3,4,1
2,1,0,0,0,1,1,2,1982,270000,3,5,2018,19,0,2,2,0,0,0,0,0,9016,1378,1,0,1,1,3.166666667,5.333333333,1348,14,2,3,1
2,1,0,0,0,1,1,2,1977,550000,6,2,2018,39,0,5,2,0,0,0,0,0,10149,2325,1,0,1,1,1.4,8.333333333,1638,16,2,3,2
2,1,0,0,0,1,1,2,1992,299900,2,9,2018,1,0,2,2,0,0,0,0,0,6098,1646,1,0,1,1,3.4,5.333333333,1348,14,2,3,1
2,1,0,0,0,1,1,2,1972,219000,4,3,2019,20,0,3,2,0,0,0,0,0,6054,1182,1,0,1,1,2.233333333,6,1474,15,2,3,1
1,1,0,0,0,1,1,1,1985,199888,2,11,2018,30,0,2,4,0,0,0,0,0,4704,1133,1,0,1,1,1.1,2.666666667,1063,14,2,3,1
2,1,0,0,0,1,1,2,1984,550000,1,7,2018,39,0,3,3,0,0,0,0,0,29620.8,3071,1,0,1,1,1.1,9,1616,16,3,4,2
2,1,0,0,0,1,1,2,1971,569000,1,3,2020,29,0,5,2,0,1,0,1,0,19166.4,2046,1,0,1,1,2.866666667,6.666666667,1486,15,3,3,2
0,1,0,1,0,1,1,0,1983,379000,2,10,2019,26,0,4,1,0,0,0,0,0,9975,2191,1,0,1,1,2.9,5.333333333,1348,14,2,3,1
2,0,0,0,0,1,1,2,2010,499000,1,7,2019,32,0,4,2,1,0,0,0,0,6011,2545,1,0,1,1,3.1,6.666666667,1486,15,4,4,2
2,0,0,0,0,0,0,2,1991,629900,5,2,2018,39,0,4,2,0,0,0,0,0,8668,3279,1,0,1,1,1.333333333,9,1616,16,4,4,2
0,0,0,1,0,1,1,0,1999,309900,2,10,2019,40,1,5,1,2,4,0,3,0,6838,1887,1,0,1,1,1.533333333,2.666666667,1063,14,2,4,1
2,1,0,0,0,1,1,2,1976,485000,1,3,2020,2,0,2,2,2,1,0,0,0,33976.8,2229,1,0,1,1,3.766666667,6.666666667,1486,15,2,4,2
2,1,0,0,0,1,1,2,1978,605000,2,10,2020,74,0,3,2,3,0,0,0,0,11761.2,1602,1,0,1,1,2.8,6.666666667,1486,15,2,3,1
2,1,0,0,0,1,1,2,1979,559000,6,7,2019,30,0,3,2,1,1,0,1,0,8276,2236,1,0,1,1,1.333333333,8.333333333,1638,16,2,4,1
0,0,0,1,0,1,0,0,1984,425000,5,7,2019,23,0,3,1,1,0,0,0,0,10890,1750,1,0,1,1,3.466666667,6.666666667,1486,15,3,3,2
2,0,0,0,0,1,1,2,1976,530000,2,5,2020,29,0,1,2,2,1,0,0,0,9496,1808,1,0,1,1,2.1,6,1474,15,2,3,1
2,1,0,0,0,1,0,2,1994,260000,2,9,2019,28,0,4,2,0,0,0,0,0,6969,1676,1,0,1,1,2.7,5.333333333,1348,14,2,3,1
0,0,0,1,0,1,1,0,1982,379000,3,11,2019,32,0,4,2,2,1,0,1,0,10018,2016,1,0,1,1,3.4,6.666666667,1486,15,2,3,1
2,0,0,0,0,1,0,2,1982,299900,3,12,2019,1,0,4,2,1,1,0,1,0,6926,1447,1,0,1,1,3.166666667,5.333333333,1348,14,2,3,1
2,0,0,0,0,1,0,2,1992,599900,14,7,2020,55,0,3,2,1,2,0,0,0,6795,2648,1,0,1,1,2.7,6.666666667,1486,15,3,4,2
0,1,0,1,0,1,1,0,1976,259900,1,8,2019,26,0,3,1,0,0,0,0,0,8015,1084,1,0,1,1,0.733333333,4.333333333,1053,13,2,3,1
0,0,0,1,0,1,1,0,1995,400000,1,3,2020,6,0,0,1,0,0,0,0,0,10193,2743,1,0,1,1,1.333333333,9,1616,16,2.5,4,2
2,1,0,0,0,1,1,2,1971,595000,2,8,2020,52,0,3,2,3,1,0,0,0,21344.4,2120,1,0,1,1,2.866666667,6.666666667,1486,15,2,3,1
0,0,0,1,0,1,0,0,1984,234000,1,7,2019,34,0,3,1,2,1,0,1,0,8145,1085,1,0,1,1,2.9,5.333333333,1348,14,2,0,1
2,0,0,0,0,1,1,2,1983,400000,1,7,2020,29,0,3,2,1,0,0,0,0,6751,1474,1,0,1,1,2.7,6.666666667,1486,15,2,3,1
2,0,0,0,0,1,1,2,1993,485000,4,2,2019,39,0,4,2,0,0,0,0,0,6185,2568,1,0,1,1,2.733333333,6.666666667,1486,15,3,4,2
0,1,0,1,0,1,1,0,1982,389900,3,6,2018,18,0,6,1,0,0,0,0,0,11325.6,1748,1,0,1,1,3.266666667,7,1523,17,3,3,1
0,0,0,1,0,0,1,0,1997,400000,1,8,2018,38,0,2,1,0,0,0,0,0,17859.6,2687,1,0,1,1,3.066666667,5.666666667,1431,14,3,3,2
0,1,0,1,0,1,1,0,1983,329900,2,12,2018,34,0,4,1,0,0,0,0,0,6664,1644,1,0,1,1,3.166666667,6.666666667,1486,15,3,3,2
2,0,0,0,0,1,1,2,1992,325000,6,7,2020,65,0,3,2,2,1,0,2,0,7797,2178,1,0,1,1,2.733333333,6.666666667,1486,15,3,3,2
0,0,0,1,0,1,1,0,1998,299900,3,9,2018,34,0,1,1,0,0,0,0,0,6882,1980,1,0,1,1,1.466666667,2.666666667,1063,14,2,4,1
2,1,0,0,0,1,1,2,1982,299900,10,2,2019,39,0,4,2,0,0,0,0,0,16988.4,1836,1,0,1,1,3.3,7,1523,17,2,4,1
2,1,0,0,0,1,1,2,1983,415000,1,6,2020,25,0,3,2,2,0,0,1,0,6926,1573,1,0,1,1,3.133333333,6.666666667,1486,15,2,3,1
0,0,0,1,0,1,0,0,1999,345000,1,7,2019,66,0,3,1,0,0,0,0,0,6882,2246,1,0,1,1,1.466666667,2.666666667,1063,14,2,4,2
3,1,0,0,0,1,1,3,1988,749900,3,8,2020,45,0,5,2,2,3,0,2,0,12632.4,2932,1,0,1,1,2.666666667,7,1523,17,3,5,2
0,0,0,1,0,1,0,0,1997,379900,1,7,2019,35,0,3,1,1,0,0,1,0,9583,1787,1,0,1,1,3.066666667,5.666666667,1431,14,2,3,1
2,1,0,0,0,1,0,2,1972,999000,2,8,2020,79,0,7,2,0,0,0,1,0,40075.2,3440,1,0,1,1,1.233333333,9,1616,16,4,4,2
0,1,0,1,0,1,1,0,1976,480000,6,9,2018,1,0,4,1,0,0,0,0,0,35283.6,1967,1,0,1,1,2.933333333,6.666666667,1486,15,2,4,1
2,0,0,0,0,1,1,2,1984,475000,2,7,2020,39,0,6,2,1,1,0,1,0,7535,1786,1,0,1,1,2.866666667,6.666666667,1486,15,2,3,1
1,1,0,0,0,1,1,1,1999,175000,14,6,2020,26,0,3,2,1,1,0,1,0,6054,1597,1,0,1,1,1,2.666666667,1063,14,3,3,2
0,0,0,1,0,1,1,0,1975,446760,5,3,2019,31,0,4,1,0,0,0,0,0,9147,1752,1,0,1,1,2.1,6,1474,15,2,3,1
0,1,0,1,0,1,1,0,1982,364900,1,11,2018,25,0,4,1,0,0,0,0,0,8929,1802,1,0,1,1,1.1,9,1616,16,3,4,2
2,1,0,0,0,1,1,2,1981,179900,4,10,2020,44,0,4,2,2,0,0,0,0,7013,1359,1,0,1,1,2.666666667,6.666666667,1486,15,2,3,1
0,0,0,1,0,0,0,0,1985,369000,2,3,2020,40,0,3,1,2,0,0,0,0,8015,1552,1,0,1,1,0.9,2.666666667,1063,14,3,3,2
0,1,0,1,0,1,1,0,1994,635000,1,12,2020,28,0,7,1,0,0,0,0,0,7544,2542,1,0,1,1,2.933333333,7,1523,17,3,4,2
2,1,0,0,0,1,0,2,1982,365000,1,8,2018,27,0,3,2,0,0,0,0,0,17859.6,1506,1,0,1,1,3.033333333,6.666666667,1486,15,2,3,1
0,0,0,1,0,1,1,0,1982,325000,4,8,2018,27,0,3,1,0,0,0,0,0,7143,1714,1,0,1,1,3.4,6.666666667,1486,15,2,3,1
2,1,0,0,0,1,1,2,1995,419900,1,8,2020,40,0,4,2,2,0,0,0,0,6621,2540,1,0,1,1,3.133333333,5.666666667,1431,14,3,3,2
0,1,0,1,0,1,1,0,1987,435000,1,1,2019,37,0,5,1,0,0,0,0,0,16988.4,2157,0,1,1,1,1.166666667,8.666666667,1632,16,3,4,2
1,1,0,0,0,1,1,1,1982,475000,3,8,2019,1,0,6,2,1,3,0,0,0,15246,2019,1,0,1,1,3.033333333,6.666666667,1486,15,2,4,2
0,1,0,1,0,1,1,0,1984,259900,8,2,2018,1,0,5,1,0,0,0,0,0,6534,1625,1,0,1,1,3.166666667,6.666666667,1486,15,2,3,1
0,0,0,1,0,1,1,0,1992,325000,3,12,2018,26,0,4,1,0,0,0,0,0,7143,2004,1,0,1,1,3.4,5.333333333,1348,14,2,3,1
2,1,0,0,0,1,1,2,1972,524900,1,5,2020,30,0,6,2,1,0,0,0,0,23086.8,1890,1,0,1,1,1.066666667,9,1616,16,2,3,1
0,1,0,1,0,1,1,0,1979,220000,1,1,2018,1,0,3,1,0,0,0,0,0,7840,1124,1,0,1,1,0.666666667,4.333333333,1053,13,2,3,1
2,1,0,0,0,1,1,2,1978,415000,2,10,2019,15,0,4,2,0,0,0,0,0,10376,1596,1,0,1,1,1.4,8.333333333,1638,16,2,3,1
2,0,0,0,0,1,1,2,1984,519000,2,7,2020,32,0,3,2,3,4,0,0,0,9408,2023,1,0,1,1,2.966666667,6.666666667,1486,15,2,4,1
2,1,0,0,0,1,1,2,1982,335000,6,5,2020,43,0,5,2,3,1,0,1,0,10890,1432,1,0,1,1,2.533333333,6.666666667,1486,15,2,3,1
2,0,0,0,0,1,1,2,1997,350000,2,6,2020,24,0,4,2,2,2,0,1,0,8668,1980,1,0,1,1,1.433333333,2.666666667,1063,14,2,4,1
2,1,0,0,0,1,0,2,1984,579000,3,10,2020,81,0,3,2,2,1,0,0,0,11325.6,2194,1,0,1,1,3.166666667,7,1523,17,3,3,2
0,0,0,1,0,1,1,0,1984,409900,5,3,2019,19,0,4,1,0,0,0,0,0,9496,2169,1,0,1,1,2.733333333,6.666666667,1486,15,3,3,1
0,1,0,1,0,1,1,0,1981,380000,2,4,2018,26,0,3,1,0,0,0,0,0,8929,1814,1,0,1,1,2.7,6.666666667,1486,15,2,3,1
2,1,0,0,0,1,1,0,1982,397000,2,12,2020,21,0,4,0,1,0,0,0,1,11325.6,1469,1,0,1,1,3.533333333,6.666666667,1486,15,2,3,1
2,1,0,0,0,1,1,2,1984,612500,4,10,2020,47,0,4,2,2,2,0,1,1,14810.4,2431,1,0,1,1,3.166666667,7,1523,17,3,4,2
2,1,0,0,0,1,0,2,1982,379000,2,12,2020,36,0,4,2,0,0,0,0,0,7810,1858,1,0,1,1,3.066666667,5.333333333,1348,14,3,3,1
2,1,0,0,0,1,1,2,1982,419900,2,5,2020,20,0,7,2,1,1,0,1,0,6939,1568,1,0,1,1,2.9,6.666666667,1486,15,2,3,1
4,1,0,0,0,1,1,4,1968,549900,7,5,2018,37,0,1,3,0,0,0,0,0,23086.8,2824,1,0,1,1,2.1,8.333333333,1638,16,2,4,1
4,1,0,0,0,1,0,4,1992,320000,3,12,2020,75,0,7,2,0,0,0,0,0,7492,1427,1,0,1,1,3.5,5.333333333,1348,14,2,3,1
0,0,0,1,0,1,1,0,1984,425000,1,5,2019,2,0,2,1,0,0,0,0,0,8973,2174,1,0,1,1,2.7,6.666666667,1486,15,3,4,2
2,1,0,0,0,0,1,2,1982,515000,3,12,2020,65,0,3,2,2,0,0,0,0,8058,1566,1,0,1,1,2.866666667,6.666666667,1486,15,2,3,1
2,1,0,0,0,0,1,2,1992,374900,1,11,2020,19,4,4,2,1,1,0,0,0,7318,2667,1,0,1,1,3.433333333,5.333333333,1348,14,2,3,1
0,1,0,1,0,1,1,0,1982,450000,1,8,2020,1,0,3,1,0,0,0,0,0,7187,1700,1,0,1,1,2.433333333,6.666666667,1486,15,3,3,2
2,0,0,0,0,1,1,2,1992,539000,3,9,2020,33,0,4,2,1,2,0,1,0,6838,2370,1,0,1,1,2.766666667,6.666666667,1486,15,3,4,2
2,0,0,0,0,1,1,2,1999,329000,3,7,2018,32,0,3,3,0,0,0,0,0,6316,2811,1,0,1,1,2.866666667,5.333333333,1348,14,3,4,2
0,1,0,1,0,1,1,0,1978,459900,2,6,2018,28,0,4,1,0,0,0,0,0,10149,1824,1,0,1,1,2.633333333,6.666666667,1486,15,3,3,2
0,1,0,1,0,1,1,0,1985,185000,2,12,2018,16,0,7,1,0,0,0,0,0,5227,1052,1,0,1,1,2.833333333,5.333333333,1348,14,2,2,1
2,1,0,0,0,1,1,2,1981,415500,3,6,2020,26,0,3,2,1,1,0,0,0,6969,1677,1,0,1,1,2.466666667,6.666666667,1486,15,2,3,1
0,0,0,1,0,1,1,0,1992,455000,1,5,2018,32,0,2,1,0,0,0,0,0,7840,2343,1,0,1,1,2.7,6.666666667,1486,15,2,4,1
0,0,0,1,0,1,1,0,1992,284900,4,11,2018,34,0,4,1,0,0,0,0,0,6229,2516,1,0,1,1,1.033333333,2.666666667,1063,14,3,4,2
0,1,0,1,0,1,1,0,1985,279900,2,8,2018,32,0,6,1,0,0,0,0,0,6621,1485,1,0,1,1,3.366666667,5.333333333,1348,14,2,3,1
0,1,0,1,0,1,1,0,1979,374900,2,5,2018,15,0,2,2,0,0,0,0,0,6926,1823,1,0,1,1,2.466666667,6.666666667,1486,15,2,3,2
2,1,0,0,0,1,0,2,1979,440000,2,8,2020,76,0,4,2,2,2,0,0,0,7013,1638,1,0,1,1,2.466666667,6.666666667,1486,15,2,3,1
1,1,0,0,0,1,1,1,1985,139500,7,1,2019,28,0,7,2,0,0,0,0,0,4443,1052,1,0,1,1,2.833333333,5.333333333,1348,14,2,2,1
2,1,0,0,0,1,1,2,1985,255000,6,3,2019,19,0,1,2,0,0,0,0,0,4268,1390,1,0,1,1,2.833333333,5.333333333,1348,14,2,3,2
2,0,0,0,0,1,1,2,1985,284500,1,11,2018,25,0,4,2,0,0,0,0,0,7492,1815,1,0,1,1,1,2.666666667,1063,14,2,3,1
2,0,0,0,0,1,1,2,1997,339900,3,3,2020,29,0,2,2,1,0,0,0,0,5575,1706,1,0,1,1,3,5.666666667,1431,14,2,3,1
2,0,0,0,0,1,1,2,1985,339000,1,5,2020,32,0,3,2,1,0,0,0,0,8755,1829,1,0,1,1,1.033333333,2.666666667,1063,14,2,3,1
0,0,0,1,0,1,1,0,1984,259000,2,11,2019,22,0,4,1,1,1,0,1,0,5706,1007,1,0,1,1,3,5.333333333,1348,14,2,2,1
2,1,0,0,0,1,1,2,1985,339900,1,8,2020,26,0,3,2,2,1,0,0,0,10890,1939,1,0,1,1,3.466666667,5.333333333,1348,14,3,4,2
0,0,0,1,0,1,1,0,1999,299950,1,12,2018,7,0,4,1,0,0,0,0,0,5749,2208,1,0,1,1,2.866666667,5.333333333,1348,14,3,4,2
2,1,0,0,0,1,1,2,1984,335000,1,7,2020,39,0,3,2,2,1,0,1,0,7710,1636,1,0,1,1,1.3,2.666666667,1063,14,2,3,1
4,1,0,0,0,1,1,4,1996,689900,3,8,2020,53,0,3,3,0,0,0,0,0,11761.2,3391,1,0,1,1,2.966666667,7,1523,17,4,5,2
0,1,0,1,0,1,1,0,1985,259900,1,7,2019,24,0,1,1,1,0,0,0,0,4486,1346,1,0,1,1,2.9,5.333333333,1348,14,3,3,2
2,1,0,0,0,1,1,2,1980,469900,2,7,2020,62,0,3,2,2,1,0,0,0,10236,1746,1,0,1,1,1.4,8.333333333,1638,16,2,3,2
0,1,0,1,0,1,1,0,1974,465000,1,12,2019,29,0,6,1,1,0,0,0,0,10062,1910,1,0,1,1,1.766666667,8.333333333,1638,16,2,3,2
2,1,0,0,0,0,0,2,1982,419000,5,10,2020,98,0,6,3,3,0,0,0,0,7187,1750,1,0,1,1,1.066666667,9,1616,16,3,3,2
2,1,0,0,0,0,1,2,1984,270000,2,11,2020,28,0,2,2,1,0,0,0,0,5227,1007,1,0,1,1,3,5.333333333,1348,14,2,2,1
0,1,0,1,0,1,1,0,1981,389900,4,1,2018,30,0,0,1,0,0,0,0,0,11325.6,2116,1,0,1,1,1.166666667,9,1616,16,3,4,1
2,1,0,0,0,1,1,2,1996,375000,2,6,2020,43,0,4,3,0,2,0,0,0,7230,2719,1,0,1,1,2.933333333,5.666666667,1431,14,3,4,2
1,0,0,0,0,1,1,1,1984,248000,2,4,2020,1,0,4,2,1,1,0,0,0,5096,1043,1,0,1,1,3,5.333333333,1348,14,2,2,1
2,1,0,0,0,0,1,2,1985,329900,11,12,2020,69,0,4,2,4,2,0,0,0,9147,2161,1,0,1,1,2.933333333,7,1523,17,3,3,2
0,1,0,1,0,1,0,0,1988,724500,3,1,2020,21,0,1,1,1,0,0,0,0,10280,3490,1,0,1,1,1.6,8.333333333,1638,16,3,4,2
2,1,0,0,0,1,0,2,1990,505900,4,11,2019,1,0,7,4,0,0,0,0,0,9583,2115,1,0,1,1,2.833333333,7,1523,17,3,3,2
2,0,0,0,0,1,1,2,1999,234900,5,6,2018,14,0,5,2,0,0,0,0,0,10367,2771,1,0,1,1,2.966666667,5.333333333,1348,14,3,4,2
2,1,0,0,0,1,1,2,1994,560000,6,7,2019,40,0,2,2,2,1,0,2,0,15246,3143,1,0,1,1,1.2,8.333333333,1638,16,3,4,1
2,1,0,0,0,0,1,2,1980,495000,6,8,2020,60,0,8,2,2,0,0,0,0,17859.6,2540,1,0,1,1,1.166666667,9,1616,16,3,4,2
1,0,0,0,0,1,0,1,1984,235000,3,2,2018,71,0,3,4,0,0,0,0,0,4660,1111,1,0,1,1,2.866666667,5.333333333,1348,14,2,2,1
2,1,0,0,0,1,1,2,1993,498500,7,4,2018,41,0,3,2,0,0,0,0,0,9365,2896,1,0,1,1,1.633333333,8.333333333,1638,16,3,4,2
0,1,0,1,0,1,1,0,1984,299000,1,6,2019,28,0,5,1,1,2,0,0,0,7492,1800,1,0,1,1,1.266666667,2.666666667,1063,14,2,4,1
0,1,0,1,0,1,1,0,1991,375000,4,6,2019,24,0,2,1,1,0,0,0,0,9147,2806,0,1,1,1,1.133333333,8.666666667,1632,16,3,4,2
2,0,0,0,0,1,1,2,2000,340000,1,9,2020,31,0,3,2,0,0,0,1,0,4791,1578,1,0,1,1,3.066666667,5.666666667,1431,14,2,3,1
0,1,0,1,0,1,0,0,1990,689790,2,7,2019,15,0,4,1,0,0,0,1,0,14810.4,2920,1,0,1,1,2.733333333,7,1523,17,3,4,2
0,1,0,1,0,1,1,0,1980,299900,1,6,2018,31,0,4,1,0,0,0,0,0,10890,1376,1,0,1,1,2.866666667,6.666666667,1486,15,2,3,1
2,1,0,0,0,1,1,2,1985,155900,4,5,2018,26,0,0,2,0,0,0,0,0,7535,1597,1,0,1,1,3.266666667,5.333333333,1348,14,2,3,1
2,1,0,0,0,1,1,2,1979,199900,9,2,2020,2,0,3,3,0,0,0,0,0,3092,1616,1,0,1,1,1.266666667,8.333333333,1638,16,3,3,2
0,0,0,1,0,0,1,0,1983,405000,1,5,2019,40,0,4,1,0,0,0,0,0,20037.6,1656,1,0,1,1,3.3,6.666666667,1486,15,2,3,1
2,1,0,0,0,1,1,2,1980,550000,1,8,2020,38,0,3,2,1,1,0,0,0,23958,2608,1,0,1,1,1.2,9,1616,16,3,3,2
3,0,0,0,0,1,1,3,1976,424888,4,10,2018,33,0,3,3,0,0,0,0,0,9147,1947,1,0,1,1,3.7,6.666666667,1486,15,2,4,1
0,1,0,1,0,1,1,0,1979,222000,2,2,2018,30,0,4,2,0,0,0,0,0,3354,1672,1,0,1,1,1.266666667,8.333333333,1638,16,3,3,2
0,0,0,1,0,1,1,0,1983,203000,1,8,2018,1,0,0,1,0,0,0,0,0,11325.6,1848,1,0,1,1,2.833333333,6.666666667,1486,15,2.5,4,2
0,0,0,1,0,1,1,0,1983,455000,1,12,2019,32,0,2,1,2,3,0,1,0,7535,2218,1,0,1,1,2.7,6.666666667,1486,15,3,4,2
0,1,0,1,0,1,1,0,1996,619000,3,12,2018,40,0,5,1,0,0,0,0,0,13939.2,2996,1,0,1,1,2.966666667,7,1523,17,4,4,2
0,0,0,1,0,1,1,0,1996,449000,3,9,2019,1,0,4,1,1,1,0,1,0,9583,3106,1,0,1,1,1,4.333333333,1053,13,3,4,2
2,1,0,0,0,1,0,2,1984,285000,12,7,2020,23,0,7,2,1,0,0,0,0,7361,1810,1,0,1,1,1.266666667,2.666666667,1063,14,2,4,1
2,1,0,0,0,1,1,2,1984,600000,1,4,2020,1,0,1,2,1,0,0,0,0,11325.6,2559,1,0,1,1,2.433333333,7,1523,17,3,4,2
0,1,0,1,0,1,1,0,1984,409900,6,1,2019,27,0,2,1,0,0,0,0,0,6926,1549,1,0,1,1,3.2,6.666666667,1486,15,2,3,1
0,1,0,1,0,1,1,0,1981,387000,4,6,2018,1,0,3,1,0,0,0,0,0,14810.4,1531,1,0,1,1,2.966666667,6.666666667,1486,15,2,3,1
0,1,0,1,0,1,1,0,1981,359900,4,1,2019,14,0,4,1,0,0,0,0,0,8581,1941,1,0,1,1,2.7,6.666666667,1486,15,3,3,2
0,1,0,1,0,1,1,0,1991,598000,5,11,2018,34,0,3,1,0,0,0,0,0,8712,2412,1,0,1,1,1.733333333,8.333333333,1638,16,3,4,2
0,1,0,1,0,1,1,0,1996,735000,1,4,2019,1,0,6,1,0,0,0,0,0,12196.8,3495,1,0,1,1,3,7,1523,17,3,4,2
2,0,0,0,0,1,0,2,1995,375000,1,4,2018,40,0,8,2,0,0,0,0,0,10062,2110,1,0,1,1,1,4.333333333,1053,13,2,4,1
2,0,0,0,0,1,1,2,1983,389000,2,4,2018,18,0,3,2,0,0,0,0,0,12632.4,1816,1,0,1,1,2.766666667,6.666666667,1486,15,2,3,1
2,1,0,0,0,1,0,2,1987,599000,16,2,2019,28,0,2,2,0,0,0,0,0,13068,2573,1,0,1,1,2.8,7,1523,17,2,4,1
4,0,0,0,0,1,1,4,1983,400000,2,12,2020,30,0,2,2,2,1,0,0,0,13503.6,2003,1,0,1,1,2.766666667,6.666666667,1486,15,2,3,1
0,1,0,1,0,1,1,0,1979,195000,1,11,2018,1,0,3,2,0,0,0,0,0,4356,1000,1,0,1,1,1.266666667,8.333333333,1638,16,1,2,1
0,1,0,1,0,1,1,0,1980,419900,1,4,2018,23,0,2,1,0,0,0,0,0,7405,1720,1,0,1,1,2.833333333,6.666666667,1486,15,2,3,1
2,0,0,0,0,1,1,2,1997,374900,4,3,2020,1,0,6,2,2,0,0,1,0,6534,1589,1,0,1,1,3.2,6.666666667,1486,15,2,3,1
4,1,0,0,0,0,0,4,1991,610000,2,12,2020,75,0,6,2,4,1,0,0,1,8407,2231,1,0,1,1,2.833333333,7,1523,17,3,3,2
0,0,0,1,0,1,1,0,1985,250000,2,3,2018,30,0,4,1,0,0,0,0,0,6098,1395,1,0,1,1,1.4,2.666666667,1063,14,3,3,2
2,0,0,0,0,1,1,2,1996,374988,2,5,2020,81,0,1,2,3,2,0,0,0,6969,2293,1,0,1,1,1.166666667,2.666666667,1063,14,2,3,1
0,0,0,1,0,1,1,0,2012,120000,4,3,2019,35,0,4,1,0,0,0,0,0,8276,3045,1,0,1,1,3.333333333,7,1523,17,3,4,2
2,0,0,0,0,1,1,2,1997,405000,2,7,2020,28,0,3,2,1,1,0,1,0,6490,1944,1,0,1,1,3.233333333,6.666666667,1486,15,3,3,2
2,0,0,0,0,1,1,2,2006,379900,1,3,2018,1,0,3,2,0,0,0,0,0,6969,1659,1,0,1,1,3.566666667,6.666666667,1486,15,2,3,1
