garageSpaces,hasAssociation,hasCooling,hasGarage,hasHeating,hasSpa,hasView,parkingSpaces,yearBuilt,latestPrice,numPriceChanges,latest_salemonth,latest_saleyear,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories
3,0,0,0,0,1,1,3,2002,762500,10,11,2020,40,0,1,2,0,0,0,0,0,43995.6,4248,1,0,1,1,6.433333333,6.666666667,1132,16,4,4,1
0,0,0,1,0,1,0,0,2014,405000,3,4,2019,23,0,2,1,0,0,0,0,0,8145,2700,1,0,1,1,3.866666667,7,1135,16,3,4,2
0,0,0,1,0,1,1,0,2003,375000,1,5,2019,1,0,4,1,0,1,0,0,0,13503.6,2508,1,0,1,0,4.25,6,777,16,3,4,2
0,0,0,1,0,1,0,0,2004,399000,4,12,2019,26,0,4,1,1,2,0,0,0,8276,2883,1,0,1,0,4.25,6,777,16,3,4,2
0,0,0,1,0,1,1,0,2005,722768,2,4,2018,32,0,6,1,0,0,0,0,0,52707.6,3632,1,0,1,1,6.5,6.666666667,1132,16,4,4,1
0,0,0,1,0,1,1,0,2003,349000,4,5,2019,38,0,4,1,0,0,0,0,1,10193,2025,1,0,1,0,4.2,6,777,16,2,4,1
0,0,0,1,0,1,1,0,2006,899000,3,12,2019,40,0,3,1,3,1,0,1,0,50094,3693,1,0,1,1,6.366666667,6.666666667,1132,16,4,5,2
2,1,0,0,0,1,1,2,2008,569900,1,3,2019,30,0,5,2,0,0,0,0,0,217800,2584,1,0,1,1,6.233333333,6.666666667,1132,16,2,4,1
2,0,0,0,0,1,0,2,2003,399900,3,10,2020,85,0,2,2,3,0,0,0,0,8929,2354,1,0,1,0,4.3,6,777,16,3,3,1
0,0,0,1,0,1,1,0,2003,325000,1,2,2019,29,0,3,1,0,0,0,0,0,10497,1851,1,0,1,0,4.3,6,777,16,2,3,1
0,0,0,1,0,1,1,0,2004,440000,1,11,2018,40,0,3,2,0,0,0,0,0,13939.2,2979,1,0,1,0,4.3,6,777,16,3,5,1
2,1,0,0,0,1,0,2,1999,330000,2,2,2020,36,0,2,3,0,0,0,0,0,100623.6,1642,1,0,1,1,6.433333333,7,1640,17,2,3,1
3,0,0,0,0,1,0,3,2007,650000,1,11,2020,41,0,4,2,3,1,0,0,0,17424,4154,0,0,2,0,2.2,8,743,15,5,5,2
6,1,0,0,0,1,0,6,2002,598000,5,12,2018,34,0,1,3,0,0,0,0,0,218671.2,3036,1,0,1,1,6.5,6.666666667,1132,16,3,3,2
0,0,0,1,0,1,1,0,2000,935000,4,6,2019,40,0,3,1,2,1,0,1,0,46609.2,4662,1,0,1,1,6.733333333,6.666666667,1132,16,5,4,2
0,0,0,1,0,1,1,0,2014,447500,2,3,2018,28,0,3,1,0,0,0,0,0,8712,2372,1,0,1,0,4.3,6,777,16,4,3,1
3,0,0,0,0,1,0,3,2008,497500,1,9,2020,34,0,3,2,1,0,0,1,0,15246,3802,1,0,1,1,7.533333333,6.666666667,1132,16,4,5,2
2,1,0,0,0,0,1,2,2000,695000,6,10,2020,40,1,4,2,3,2,0,0,0,218671.2,3733,1,0,1,1,6.733333333,6.666666667,1132,16,3,4,1
0,0,0,1,0,1,1,0,1998,1685000,1,3,2020,40,0,4,1,3,1,0,1,0,49222.8,6101,1,0,1,1,6.733333333,6.666666667,1132,16,5,5,2
3,0,0,0,0,0,1,3,1996,1450000,1,9,2020,40,0,4,3,3,2,0,1,0,84506.4,5733,1,0,1,1,6.533333333,6.666666667,1132,16,5,5,1
0,0,0,1,0,0,0,0,1998,1149000,2,8,2018,37,0,2,1,0,0,0,0,0,78843.6,4641,1,0,1,1,6.566666667,6.666666667,1132,16,5,4,1
0,0,0,1,0,1,1,0,2010,359000,1,6,2018,40,0,0,1,0,0,0,0,0,10454,2420,1,0,1,1,7.366666667,6.666666667,1132,16,3,4,1
0,0,0,1,0,1,0,0,2015,775000,1,9,2019,40,0,3,1,1,4,0,1,0,60984,3247,1,0,1,1,5.433333333,6.666666667,1132,16,4,5,1
0,0,0,1,0,1,1,0,2010,395000,2,10,2019,1,0,3,1,1,1,0,1,0,11761.2,2600,1,0,1,1,7.4,6.666666667,1132,16,3,4,1
5,0,0,0,0,1,1,5,1998,650000,1,7,2019,1,0,6,3,2,5,0,0,0,150717.6,3116,1,0,1,1,6.6,6.666666667,1132,16,5,4,2
3,0,0,0,0,0,1,3,2015,999500,3,11,2019,1,0,4,2,0,0,0,0,0,8581320,4459,1,0,1,1,5.533333333,6.666666667,1132,16,6,5,2
0,0,0,1,0,1,1,0,2015,799000,1,6,2018,40,0,3,1,0,0,0,0,0,92782.8,3937,1,0,1,1,5.533333333,6.666666667,1132,16,4,4,1
3,0,0,0,0,0,1,3,2007,500000,4,3,2019,1,0,4,2,0,0,0,0,0,17859.6,4083,1,0,1,0,4.75,6,777,16,5,5,2
3,0,0,0,0,1,1,3,2018,583990,3,6,2018,1,0,3,2,0,0,0,0,0,65775.6,2876,1,0,1,1,5.366666667,6.666666667,1132,16,4,4,1
0,0,0,1,0,1,0,0,2014,349997,1,8,2019,1,0,3,1,1,2,0,0,0,7361,2047,1,0,1,0,4.25,6,777,16,3,3,1
2,0,0,0,0,1,0,2,2006,350000,10,2,2020,1,0,4,3,0,0,0,0,0,9147,2345,1,0,1,0,4.2,6,777,16,2,3,1
2,0,0,0,0,0,1,2,2006,619000,3,8,2020,91,0,4,2,1,1,0,0,0,10018,3424,1,0,1,0,4.25,6,777,16,4,5,2
0,0,0,1,0,1,0,0,2005,350000,5,9,2019,22,0,3,1,1,1,0,0,0,7797,2345,1,0,1,0,4.2,6,777,16,2,4,1
2,1,0,0,0,1,1,2,1983,310000,3,6,2018,19,0,5,2,0,0,0,0,0,7535,2220,1,0,1,1,1.4,4.666666667,887,14,3,3,2
2,0,0,0,0,1,1,2,1999,349000,2,5,2020,30,0,3,2,1,3,0,0,0,7361,1522,1,0,1,1,1.333333333,4.666666667,887,14,2,3,1
4,0,0,0,0,0,1,4,1999,395000,1,11,2020,20,0,2,2,3,0,0,0,0,7492,1968,1,0,1,1,1.333333333,4.666666667,887,14,2,3,1
0,1,0,1,0,1,1,0,1980,369900,1,2,2018,24,0,4,1,0,0,0,0,0,8624,1650,1,0,1,1,2,6,1494,17,2,3,1
2,0,0,0,0,1,1,2,1999,538300,2,9,2020,38,0,4,2,2,1,0,1,0,9583,1931,1,0,1,1,1.266666667,4.666666667,887,14,2,3,1
2,0,0,0,0,1,1,2,2008,210000,1,6,2020,30,0,4,2,1,1,0,1,0,6490,1774,1,0,1,1,1.766666667,3.666666667,1458,15,2,3,1
0,0,0,1,0,1,1,0,2003,319000,1,2,2019,40,0,3,1,0,0,0,0,0,7405,1961,1,0,1,1,1.133333333,3.666666667,1458,15,2,4,1
2,0,0,0,0,1,1,2,1989,525000,2,11,2020,39,0,3,2,3,1,0,0,0,7405,2313,1,0,1,1,1.133333333,7.333333333,1633,17,2,4,1
0,1,0,1,0,1,1,0,1978,425000,3,9,2018,40,0,3,1,0,0,0,0,0,10890,1824,1,0,1,1,1.1,4.666666667,887,14,2,3,1
2,0,0,0,0,1,1,2,2009,380000,2,11,2020,35,2,4,2,0,4,0,0,0,5662,2835,1,0,1,1,1.666666667,3.666666667,1458,15,3,4,2
0,0,0,1,0,1,0,0,1998,347000,2,12,2019,26,0,4,1,1,1,0,0,0,9408,1692,1,0,1,1,1.333333333,4.666666667,887,14,2,3,1
2,0,0,0,0,1,1,2,2000,424900,3,7,2018,31,0,3,2,0,0,0,0,0,10149,2726,1,0,1,1,1.133333333,7.333333333,1633,17,3,4,2
2,0,0,0,0,1,1,2,2004,325000,2,9,2020,27,0,1,2,1,0,0,0,0,5140,1346,1,0,1,1,1.8,5.666666667,1595,17,2,3,1
0,0,0,1,0,1,1,0,1982,242500,2,9,2019,46,0,0,1,1,1,0,0,0,6725,1513,1,0,1,1,1.9,5.333333333,1506,15,2,3,1
3,0,0,0,0,1,1,3,2004,499000,4,3,2019,67,0,4,3,0,0,0,0,0,15681.6,4048,1,0,1,1,1.366666667,7.333333333,1633,17,4,5,2
0,0,0,1,0,1,0,0,1998,355000,2,5,2018,1,0,5,1,0,0,0,0,0,8712,2142,1,0,1,1,1.233333333,7.333333333,1633,17,2,3,1
2,0,0,0,0,1,0,2,2013,325000,1,4,2018,29,0,3,3,0,0,0,0,0,5706,2284,1,0,1,1,1.166666667,3.666666667,1458,15,3,3,2
0,0,0,1,0,1,0,0,1999,389000,3,8,2019,16,0,5,1,1,1,0,1,0,14374.8,2036,1,0,1,1,1.4,4.666666667,887,14,3,3,2
2,0,0,0,0,1,1,2,2008,324900,9,10,2018,1,0,8,2,0,0,0,0,0,7000,3500,1,0,1,1,1.133333333,3.666666667,1458,15,4,4,2
3,0,0,0,0,1,0,3,2000,599800,1,10,2020,30,1,5,3,2,0,0,3,0,9975,3074,1,0,1,1,1.233333333,7.333333333,1633,17,4,4,2
0,1,0,1,0,1,1,0,1975,349000,2,5,2018,25,0,4,1,0,0,0,0,0,10890,1689,1,0,1,1,1.1,4.666666667,887,14,2,3,1
0,0,0,1,0,1,1,0,2008,595000,1,8,2019,1,0,4,1,2,2,0,1,0,10018,3583,1,0,1,1,2.2,8,1655,18,4,4,2
2,0,0,0,0,1,1,2,2006,749000,1,10,2020,40,0,3,2,1,2,0,1,0,10672,3356,1,0,1,1,3.433333333,6,1455,17,4,4,2
2,0,0,0,0,1,1,2,2008,515000,1,5,2020,68,0,3,2,0,1,0,0,0,9147,2879,1,0,1,1,2.133333333,8,1655,18,3,4,2
3,0,0,0,0,1,0,3,2005,519000,2,5,2018,40,0,4,2,0,0,0,0,0,10171,3472,1,0,1,1,3.733333333,6.666666667,1660,17,3.5,4,2
2,0,0,0,0,1,1,2,2008,365000,5,7,2020,66,0,3,2,3,1,0,1,0,8363,2931,1,0,1,1,2.266666667,8,1655,18,4,4,2
2,1,0,0,0,1,0,2,2011,399900,4,11,2019,48,0,4,2,1,3,0,0,0,8929,2032,1,0,1,1,3.666666667,6.666666667,1698,17,3,4,2
0,0,0,1,0,1,0,0,2008,379000,9,11,2019,29,0,5,1,1,2,0,0,0,8886,3104,1,0,1,1,2.166666667,8,1655,18,4,4,2
3,0,0,0,0,1,1,3,2006,399990,6,8,2020,94,0,3,3,2,1,0,1,0,9016,3438,1,0,1,1,2.166666667,8,1655,18,4,4,2
0,1,0,1,0,1,0,0,1971,385000,1,3,2018,30,0,5,1,0,0,0,0,0,16988.4,1777,1,0,1,1,2.666666667,6.666666667,1698,17,2,3,1
4,0,0,0,0,0,1,4,2006,695000,1,11,2020,40,0,3,3,4,4,0,0,0,8973,3988,1,0,1,1,1.9,8.666666667,1664,18,5,4,2
0,0,0,1,0,1,1,0,2005,529900,2,8,2018,39,0,3,1,0,0,0,0,0,11761.2,3450,1,0,1,1,3.533333333,6.666666667,1660,17,4,4,2
3,0,0,0,0,1,1,3,2006,439900,11,5,2020,30,0,1,2,0,0,0,0,0,10062,2895,1,0,1,1,2.2,8,1655,18,4,5,1
2,1,0,0,0,1,0,2,1970,285000,6,9,2020,88,0,5,3,2,2,0,1,0,13068,1901,1,0,1,1,2.666666667,6.666666667,1698,17,2,4,1
2,0,0,0,0,1,0,2,2006,567000,2,12,2018,40,0,1,2,0,0,0,0,0,10018,3592,1,0,1,1,1.866666667,8.666666667,1664,18,4,5,2
0,0,0,1,0,0,0,0,2007,649000,1,7,2019,1,0,8,1,1,5,0,0,0,12196.8,3572,1,0,1,1,3.533333333,6,1455,17,3,5,2
3,0,0,0,0,1,0,3,2006,649900,2,8,2020,65,0,8,2,2,1,0,0,0,13068,3364,1,0,1,1,2.166666667,8,1655,18,4,4,2
0,0,0,1,0,1,1,0,2007,415000,4,8,2019,26,0,4,1,1,1,0,0,0,6621,2351,1,0,1,1,2.166666667,8,1655,18,2,3,2
3,0,0,0,0,1,0,3,2005,799000,6,12,2019,36,0,5,2,2,3,0,1,0,12196.8,4523,1,0,1,1,5.666666667,5.666666667,1332,16,4,4,2
3,0,0,0,0,0,1,3,2006,674900,1,3,2020,79,0,7,4,0,0,0,0,0,9540,3667,1,0,1,1,2.166666667,8,1655,18,4,5,2
2,1,0,0,0,1,1,2,1978,350000,1,2,2020,29,0,3,2,2,0,0,0,0,25264.8,1416,1,0,1,1,3.266666667,6.666666667,1698,17,2,4,1
0,0,0,1,0,1,1,0,2006,499900,5,11,2018,40,0,6,1,0,0,0,0,0,9801,2880,1,0,1,1,2.133333333,8,1655,18,3,3,1
2,0,0,0,0,1,0,2,2006,575000,1,3,2020,37,0,4,2,1,1,0,0,0,9583,3671,1,0,1,1,2.1,8,1655,18,4,4,2
2,0,0,0,0,1,0,2,2004,424700,7,4,2019,40,0,5,2,0,0,0,0,0,18295.2,3482,1,0,1,1,3.433333333,6.666666667,1660,17,3,5,2
3,0,0,0,0,1,0,3,2005,895000,1,9,2020,63,0,4,2,1,2,0,1,0,16552.8,4849,1,0,1,1,2.3,8.666666667,1664,18,4,5,2
0,0,0,1,0,1,1,0,2011,475000,2,5,2019,30,0,0,1,0,0,0,1,0,6795,2592,1,0,1,1,2.4,8,1655,18,4,4,2
0,0,0,1,0,1,1,0,1970,424900,2,11,2019,34,0,4,1,2,1,0,1,0,13939.2,1698,1,0,1,1,2.766666667,6.666666667,1698,17,2,3,1
0,0,0,1,0,1,0,0,2014,650000,2,6,2019,38,0,4,1,0,1,0,1,0,9975,2844,1,0,1,1,2.333333333,9,1755,18,4,4,2
0,1,0,1,0,1,1,0,1985,319000,2,12,2018,36,0,3,1,0,0,0,0,0,16117.2,1257,1,0,1,1,3.266666667,6.666666667,1698,17,2,3,1
0,0,0,1,0,1,0,0,2008,575000,2,7,2019,39,0,3,1,0,0,0,1,0,9670,3323,1,0,1,1,2.233333333,8,1655,18,4,4,2
0,0,0,1,0,1,1,0,2010,529900,1,12,2019,29,0,3,1,2,4,0,1,0,10497,2985,1,0,1,1,1.733333333,8.666666667,1664,18,3,3,1
0,0,0,1,0,1,0,0,2007,495000,1,9,2019,1,0,4,1,1,3,0,0,0,10018,3109,1,0,1,1,2.233333333,8,1655,18,3,4,1
2,1,0,0,0,1,1,2,1984,334000,4,5,2019,28,0,6,2,0,0,0,0,0,8712,1602,1,0,1,1,3.533333333,6.666666667,1698,17,3,3,2
2,0,0,0,0,1,0,2,2008,711700,9,7,2020,71,0,3,2,0,2,0,1,0,16552.8,3320,1,0,1,1,1.866666667,8.666666667,1664,18,3,4,1
2,0,0,0,0,1,0,2,2007,555000,4,6,2020,59,0,4,3,0,0,0,0,0,9477,2705,1,0,1,1,2.166666667,8.666666667,1664,18,3.5,4,2
2,0,0,0,0,1,1,2,2007,580000,4,7,2020,40,0,2,2,3,1,0,1,0,7623,3367,1,0,1,1,3.5,6.666666667,1660,17,4,4,2
0,0,0,1,0,1,1,0,2013,874900,6,4,2018,1,0,1,1,0,0,0,0,0,14374.8,5536,1,0,1,1,1.866666667,8.666666667,1664,18,5,5,2
3,0,0,0,0,0,0,3,2014,949900,7,8,2019,49,0,5,2,1,1,0,2,0,18295.2,4284,1,0,1,1,2.5,8,1655,18,4,5,2
2,0,0,0,0,1,1,2,2006,420000,3,8,2018,1,0,2,2,0,0,0,0,0,7840,2105,1,0,1,1,3.5,6.666666667,1660,17,2,3,1
0,0,0,1,0,1,1,0,2006,540000,1,8,2019,20,0,2,1,2,1,0,1,0,9099,2929,1,0,1,1,2.133333333,8.666666667,1664,18,3,4,1
0,0,1,1,1,1,1,0,2020,3175000,1,8,2020,3,0,0,0,1,1,0,0,0,87991.2,4853,1,0,1,1,5.533333333,5.666666667,1332,16,6,4,1
0,0,0,1,0,1,1,0,2010,475000,1,3,2018,38,0,3,1,0,0,0,0,0,6577,3181,1,0,1,1,2.366666667,8,1655,18,4,5,2
0,0,0,1,0,1,1,0,2005,699900,2,6,2019,36,0,3,1,2,1,0,1,0,11761.2,4047,1,0,1,1,2.166666667,8.666666667,1664,18,4,4,2
2,1,0,0,0,1,0,2,1980,384900,2,9,2020,57,0,4,2,1,0,0,0,0,8232,1682,1,0,1,1,3.6,6.666666667,1698,17,2,3,1
3,0,0,0,0,1,0,3,2007,760000,3,9,2020,43,0,9,2,1,0,0,0,0,9466,4523,1,0,1,1,2.266666667,8,1655,18,4,5,2
4,0,0,0,0,1,0,4,2005,589900,8,3,2019,29,0,1,3,0,0,0,0,0,10846,3498,1,0,1,1,1.833333333,8.666666667,1664,18,4,4,2
0,0,0,1,0,1,1,0,2010,444791,7,5,2019,1,0,0,2,0,0,0,0,0,14374.8,3622,1,0,1,1,3.666666667,6,1455,17,4,4,2
3,0,0,0,0,1,0,3,2006,639000,2,10,2020,112,0,3,2,1,1,0,0,0,9583,3481,1,0,1,1,2.266666667,8,1655,18,3,4,1
3,0,0,0,0,0,1,3,2005,725000,3,7,2020,40,0,3,3,0,1,0,0,0,10558,3852,1,0,1,1,1.9,8.666666667,1664,18,4,5,2
5,1,0,0,0,1,0,5,1983,479000,2,6,2020,66,0,8,2,0,0,0,0,0,14810.4,2000,1,0,1,1,3.233333333,6.666666667,1698,17,4,4,1
3,0,0,0,0,0,0,3,2005,699900,5,3,2018,40,0,2,2,0,0,0,0,0,11761.2,4046,1,0,1,1,2.066666667,8.666666667,1664,18,4,5,2
2,0,0,0,0,1,1,2,2005,535000,5,9,2020,120,0,3,2,0,1,0,1,0,7623,3297,1,0,1,1,3.5,6.666666667,1660,17,4,4,2
0,0,0,1,0,1,1,0,2006,519444,2,5,2018,36,0,3,1,0,0,0,0,0,8145,3420,1,0,1,1,2.233333333,8,1655,18,3,4,2
2,1,0,0,0,1,0,2,1983,334900,4,7,2019,12,0,3,2,2,1,0,1,0,9016,1742,1,0,1,1,3.633333333,6.666666667,1698,17,3,4,2
2,0,0,0,0,1,1,2,2006,665000,2,8,2020,61,0,4,2,3,1,0,1,0,12196.8,3038,1,0,1,1,1.866666667,8.666666667,1664,18,3,3,1
0,1,0,1,0,1,1,0,1983,300000,3,2,2019,1,0,0,1,0,0,0,0,0,8712,1582,1,0,1,1,3.633333333,6.666666667,1698,17,3,3,2
2,0,0,0,0,1,1,2,2007,440000,2,4,2020,26,0,1,2,1,0,0,0,0,6621,2342,1,0,1,1,2.233333333,8,1655,18,3,4,2
3,0,0,0,0,1,1,3,1997,975000,4,9,2018,76,0,2,2,0,0,0,0,0,138085.2,3816,1,0,1,1,4.9,5.666666667,1332,16,3,3,1
0,0,0,1,0,1,1,0,2006,639900,5,1,2019,40,0,3,1,0,0,0,0,0,11325.6,3840,1,0,1,1,2.066666667,8.666666667,1664,18,4,5,2
0,0,0,1,0,1,1,0,1984,1459900,1,2,2019,1,0,5,1,0,0,0,0,0,58806,3916,1,0,1,1,5.633333333,5.666666667,1332,16,3,4,2
4,0,0,0,0,1,1,4,2006,490000,1,10,2020,28,0,4,2,5,1,0,0,0,6621,2714,1,0,1,1,2.233333333,8,1655,18,3,4,2
0,0,0,1,0,1,1,0,1984,1295000,4,4,2019,1,0,0,1,0,0,0,0,0,38332.8,3847,1,0,1,1,5.366666667,5.666666667,1332,16,5,4,1
0,0,0,1,0,1,1,0,2010,425000,1,4,2018,38,0,3,1,0,0,0,0,0,7361,2119,1,0,1,1,2.333333333,8,1655,18,2,3,1
4,1,0,0,0,0,0,4,1983,385000,4,11,2020,66,0,6,2,4,2,0,0,0,11325.6,1400,1,0,1,1,3.6,6.666666667,1698,17,3,3,2
2,0,0,0,0,1,1,2,2007,469444,5,10,2019,40,0,4,2,1,0,0,1,0,7448,3080,1,0,1,1,2.233333333,8,1655,18,3,4,2
0,0,0,1,0,1,1,0,1983,1175000,3,12,2019,37,0,5,1,2,2,0,2,0,60984,2951,1,0,1,1,5,5.666666667,1332,16,3,3,1
4,1,0,0,0,1,1,4,1965,450000,4,1,2019,22,0,3,3,0,0,0,0,0,18295.2,1738,1,0,1,1,2.266666667,6,1455,17,2,3,1
2,0,0,0,0,1,0,2,1983,279000,2,10,2018,31,0,6,2,0,0,0,0,0,10454,1582,1,0,1,1,3.533333333,6.666666667,1698,17,3,3,2
0,0,0,1,0,1,1,0,2006,432000,4,8,2019,37,0,3,1,2,1,0,0,0,6708,2330,1,0,1,1,2.233333333,8,1655,18,2,3,2
3,0,0,0,0,1,1,3,1993,799900,6,8,2020,80,0,3,2,1,2,0,0,0,52272,4133,1,0,1,1,4.433333333,5.666666667,1332,16,4,4,1
2,0,0,0,0,1,1,2,1984,889000,4,6,2018,31,0,3,2,0,0,0,0,0,43995.6,3989,1,0,1,1,5.466666667,5.666666667,1332,16,4,3,2
3,0,0,0,0,1,1,3,2008,712500,5,10,2020,40,0,1,2,1,0,0,1,0,15246,3495,1,0,1,1,1.8,8.666666667,1664,18,3,4,1
0,0,0,1,0,1,1,0,2019,749400,1,10,2019,34,0,4,1,1,0,0,0,0,9234,2890,1,0,1,1,3.766666667,6,1455,17,4,4,3
0,0,0,1,0,1,1,0,2007,450000,5,11,2018,30,0,3,1,0,0,0,0,0,6621,2520,1,0,1,1,2.2,8,1655,18,3,4,2
3,0,0,0,0,1,1,3,2007,599900,1,7,2020,40,0,3,2,1,1,0,0,0,12632.4,3692,1,0,1,1,3.6,6.666666667,1660,17,4,5,2
2,1,0,0,0,1,1,2,1983,325000,3,11,2018,26,0,4,2,0,0,0,0,0,14374.8,1461,1,0,1,1,3.4,6.666666667,1698,17,2,3,2
5,1,0,0,0,1,1,5,1969,516000,1,3,2020,1,0,3,3,1,0,0,0,0,53578.8,2158,1,0,1,1,2.266666667,6,1455,17,3,3,1
0,0,0,1,0,1,1,0,2015,248063,6,3,2019,24,0,4,1,0,0,0,0,0,40946.4,5664,1,0,1,1,5.766666667,5.666666667,1332,16,6,5,2
0,0,0,1,0,1,1,0,2010,395000,5,7,2018,31,0,3,1,0,0,0,0,0,6621,2026,1,0,1,1,2.4,8,1655,18,2,4,1
2,0,0,0,0,0,0,2,1978,675000,4,6,2018,37,0,5,2,0,0,0,0,0,105850.8,2677,1,0,1,1,2.9,8,1655,18,3,4,1
0,0,0,1,0,1,1,0,2014,225000,1,4,2018,14,0,0,1,0,0,0,0,0,39639.6,4360,1,0,1,1,5.8,5.666666667,1332,16,5,0,1
0,0,0,1,0,1,1,0,2006,559900,3,3,2020,29,0,7,1,3,2,0,0,0,9670,3185,1,0,1,1,1.733333333,8.666666667,1664,18,3,4,1
3,0,0,0,0,1,0,3,2005,515000,9,7,2019,37,0,4,2,0,0,0,0,0,12196.8,3888,1,0,1,1,3.6,6.666666667,1660,17,4,5,2
0,0,0,1,0,1,1,0,2006,600000,1,4,2018,39,0,0,1,0,0,0,0,0,9888,3152,1,0,1,1,1.8,8.666666667,1664,18,3,4,2
0,0,0,1,0,1,1,0,1983,899000,2,10,2018,26,0,3,2,0,0,0,0,0,53578.8,3550,1,0,1,1,5.233333333,5.666666667,1332,16,4,3,2
0,0,0,1,0,1,0,0,2007,529900,4,12,2019,28,0,3,1,1,2,0,1,0,8886,2855,1,0,1,1,1.666666667,8.666666667,1664,18,3,5,2
0,0,0,1,0,1,1,0,2005,465000,1,10,2019,34,0,5,1,2,0,0,1,0,7200,2861,1,0,1,1,3.5,6.666666667,1660,17,3,4,2
6,0,0,0,0,0,1,6,2005,624990,2,3,2018,40,0,8,3,0,0,0,0,0,10223,3638,1,0,1,1,1.833333333,8.666666667,1664,18,4,5,2
2,1,0,0,0,1,0,2,1995,329000,5,9,2018,25,0,5,3,0,0,0,0,0,14374.8,1682,1,0,1,1,3.433333333,6.666666667,1698,17,3,3,2
2,0,0,0,0,1,0,2,2006,640000,2,8,2019,40,0,9,2,4,1,0,0,0,8973,3878,1,0,1,1,1.8,8.666666667,1664,18,4,4,2
5,0,0,0,0,0,1,5,1999,2190000,13,8,2019,39,0,3,4,2,0,0,0,0,199940.4,11871,1,0,1,1,4.533333333,5.666666667,1332,16,9,6,3
2,0,0,0,0,1,1,2,1976,420000,1,4,2020,28,0,4,3,1,1,0,0,0,88426.8,1440,1,0,1,1,2.7,8,1655,18,2,3,2
0,0,0,1,0,1,1,0,1997,1215000,1,6,2019,33,0,5,1,0,0,0,0,0,90604.8,3725,1,0,1,1,4.533333333,5.666666667,1332,16,4,3,2
2,0,0,0,0,1,1,2,2006,475000,15,8,2020,70,0,5,2,1,1,0,1,0,7274,2228,1,0,1,1,2.266666667,8,1655,18,2,4,1
0,1,0,1,0,1,1,0,1984,170000,5,8,2019,25,0,4,1,1,0,0,1,0,6708,1656,1,0,1,1,3.633333333,6.666666667,1698,17,3,3,2
0,1,0,1,0,1,1,0,1980,335000,1,4,2018,25,0,4,1,0,0,0,0,0,8276,1759,1,0,1,1,3.6,6.666666667,1698,17,2,4,1
0,0,0,1,0,1,1,0,2010,469400,2,5,2019,1,0,3,1,0,0,0,0,0,6534,3285,1,0,1,1,2.366666667,8,1655,18,4,4,2
4,1,0,0,0,1,0,4,1970,435000,4,4,2019,40,0,1,2,0,0,0,0,0,20473.2,1776,1,0,1,1,2.3,6,1455,17,2,3,1
2,1,0,0,0,0,0,2,1979,419900,1,7,2020,21,0,8,2,0,0,0,0,0,13939.2,1409,1,0,1,1,3.5,6.666666667,1698,17,2,3,1
0,0,0,1,0,1,1,0,2013,1385000,1,8,2019,48,0,5,1,2,4,0,0,0,17859.6,5494,1,0,1,1,1.9,8.666666667,1664,18,6,5,2
0,0,0,1,0,1,1,0,1997,989000,2,7,2018,38,0,4,1,0,0,0,0,0,45302.4,4262,1,0,1,1,4.466666667,5.666666667,1332,16,4,4,2
0,0,0,1,0,0,1,0,2007,621999,1,8,2018,25,0,3,1,0,0,0,0,0,9104,3128,1,0,1,1,1.666666667,8.666666667,1664,18,3,4,2
3,0,0,0,0,0,1,3,1984,2150000,1,4,2018,41,0,5,2,0,0,0,0,0,81892.8,5764,1,0,1,1,5.233333333,5.666666667,1332,16,5,5,1
0,0,0,1,0,1,1,0,2008,799999,4,8,2019,39,0,3,1,1,4,0,1,0,25264.8,3597,1,0,1,1,1.866666667,8.666666667,1664,18,3,3,1
3,0,0,0,0,1,0,3,2005,600000,1,9,2020,40,0,4,2,0,0,0,1,0,12196.8,2882,1,0,1,1,1.833333333,8.666666667,1664,18,3,4,1
2,0,0,0,0,1,1,2,2006,509000,3,7,2020,38,0,3,2,2,0,0,0,0,6621,3123,1,0,1,1,2.2,8,1655,18,3,4,2
0,1,0,1,0,1,1,0,1972,334500,4,3,2019,32,0,3,1,0,0,0,0,0,13503.6,1993,1,0,1,1,2.3,6,1455,17,2,3,1
3,0,0,0,0,1,1,3,2017,585000,1,3,2020,31,0,3,2,2,2,0,1,0,9278,2699,1,0,1,1,3.4,6.666666667,1660,17,3,4,2
0,0,0,1,0,1,1,0,2005,615000,3,4,2018,33,0,3,1,0,0,0,0,0,9583,3436,1,0,1,1,1.833333333,8.666666667,1664,18,4,4,2
0,0,0,1,0,1,0,0,1998,797000,9,8,2019,39,0,3,3,2,3,0,2,0,59241.6,3707,1,0,1,1,4.366666667,5.666666667,1332,16,4,5,2
2,0,0,0,0,1,1,2,2009,475000,10,2,2020,38,0,3,2,1,2,0,0,0,6751,3245,1,0,1,1,2.333333333,8,1655,18,4,4,2
0,0,0,1,0,1,0,0,2003,529999,3,10,2019,44,0,3,1,1,2,0,1,0,10280,3481,1,0,1,1,3.5,6.666666667,1660,17,5,4,2
